"Município","Pedestre","Ciclista","Motociclista","triciclo","automóvel","caminhonete","transp_pesado","ônibus","Outros","Total"
"210910 Presidente Dutra",2,0,27,0,2,0,0,0,11,42
"210927 Presidente Sarney",0,0,2,0,0,0,0,0,0,2
"210930 Presidente Vargas",0,0,1,0,0,0,0,0,0,1
"210945 Raposa",0,0,0,0,0,0,0,0,1,1
"210950 Riachão",2,2,3,0,0,1,0,0,0,8
"210955 Ribamar Fiquene",3,0,2,0,0,0,0,1,0,6
"210960 Rosário",0,1,2,0,1,0,0,0,3,7
"210975 Santa Filomena do Maranhão",0,0,0,0,0,0,0,0,1,1
"210980 Santa Helena",0,0,0,0,0,0,0,0,2,2
"210990 Santa Inês",6,0,15,0,1,0,0,0,1,23
"211000 Santa Luzia",0,0,6,0,1,0,0,1,2,10
"211003 Santa Luzia do Paruá",1,0,2,0,1,0,1,0,0,5
"211010 Santa Quitéria do Maranhão",0,0,1,0,0,0,0,0,1,2
"211020 Santa Rita",2,0,5,0,0,0,0,0,1,8
"211023 Santana do Maranhão",1,0,0,0,0,0,0,0,0,1
"211030 Santo Antônio dos Lopes",0,0,1,0,0,0,0,0,2,3
"211040 São Benedito do Rio Preto",0,0,2,0,0,0,0,0,0,2
"211050 São Bento",1,0,2,0,0,0,0,0,0,3
"211060 São Bernardo",0,0,2,0,0,1,0,0,0,3
"211065 São Domingos do Azeitão",0,0,1,0,0,0,0,0,2,3
"211070 São Domingos do Maranhão",1,1,3,0,0,0,0,0,0,5
"211085 São Francisco do Brejão",0,0,2,0,0,0,0,0,0,2
"211090 São Francisco do Maranhão",0,0,1,0,0,0,0,0,0,1
"211100 São João Batista",0,0,2,0,0,0,0,0,0,2
"211102 São João do Carú",0,0,1,0,0,0,0,0,0,1
"211107 São João do Soter",0,1,1,0,0,0,0,0,1,3
"211110 São João dos Patos",0,0,3,0,3,0,0,0,2,8
"211120 São José de Ribamar",3,0,1,0,0,0,0,0,3,7
"211125 São José dos Basílios",0,0,1,0,0,0,0,0,0,1
"211130 São Luís",24,0,25,1,6,1,0,0,155,212
"211140 São Luís Gonzaga do Maranhão",0,0,1,0,0,0,0,0,0,1
"211150 São Mateus do Maranhão",1,0,1,0,1,0,0,0,1,4
"211153 São Pedro da Água Branca",1,0,0,0,0,0,1,0,0,2
"211157 São Pedro dos Crentes",0,0,0,0,0,0,0,0,1,1
"211160 São Raimundo das Mangabeiras",0,0,1,0,1,0,0,0,2,4
"211163 São Raimundo do Doca Bezerra",0,0,1,0,0,0,0,0,0,1
"211167 São Roberto",0,0,1,0,0,0,0,0,0,1
"211172 Satubinha",0,0,1,0,0,0,0,0,0,1
"211174 Senador Alexandre Costa",0,0,0,0,0,0,0,0,1,1
"211180 Sítio Novo",3,0,3,0,0,0,0,0,0,6
"211190 Sucupira do Norte",0,0,1,0,0,0,0,0,0,1
"211195 Sucupira do Riachão",0,0,1,0,0,0,0,0,0,1
"211200 Tasso Fragoso",0,1,0,0,0,0,0,0,0,1
"211210 Timbiras",0,0,2,0,0,0,0,0,0,2
"211220 Timon",6,2,23,0,3,0,0,0,1,35
"211223 Trizidela do Vale",0,0,2,0,0,0,0,0,0,2
"211227 Tufilândia",0,0,1,0,0,0,0,0,0,1
"211230 Tuntum",0,0,4,0,3,0,0,1,1,9
"211240 Turiaçu",0,0,2,0,1,0,0,0,0,3
"211245 Turilândia",0,0,1,0,0,0,0,0,0,1
"211250 Tutóia",2,0,1,0,0,0,0,0,2,5
"211260 Urbano Santos",0,1,2,0,1,0,0,0,0,4
"211270 Vargem Grande",0,1,1,0,0,0,0,0,2,4
"211280 Viana",0,0,5,0,1,0,0,0,2,8
"211285 Vila Nova dos Martírios",2,0,0,0,0,0,0,0,0,2
"211290 Vitória do Mearim",0,0,1,0,0,0,0,0,4,5
"211300 Vitorino Freire",0,0,4,0,0,0,0,0,0,4
"211400 Zé Doca",1,0,8,0,1,0,0,0,0,10
"220005 Acauã",0,0,1,0,1,0,0,0,0,2
"220025 Alagoinha do Piauí",0,0,0,0,0,0,0,0,1,1
"220030 Alto Longá",0,0,1,0,0,0,0,0,1,2
"220040 Altos",0,0,2,0,1,0,0,0,0,3
"220045 Alvorada do Gurguéia",0,0,0,0,0,0,0,0,1,1
"220050 Amarante",0,0,2,0,5,0,0,0,0,7
"220060 Angical do Piauí",0,1,2,0,3,0,0,0,0,6
"220070 Anísio de Abreu",0,0,4,0,0,0,0,0,0,4
"220090 Aroazes",1,0,0,0,0,0,0,0,0,1
"220105 Assunção do Piauí",0,0,1,0,0,0,0,0,0,1
"220110 Avelino Lopes",0,0,1,0,0,0,0,0,0,1
"220117 Barra D'Alcântara",0,0,1,0,0,0,0,0,0,1
"220120 Barras",1,0,5,0,1,0,0,0,1,8
"220140 Barro Duro",0,0,2,0,0,0,0,0,0,2
"220150 Batalha",0,0,9,0,1,0,0,0,0,10
"220157 Belém do Piauí",0,0,1,0,0,0,0,0,0,1
"220160 Beneditinos",1,0,1,0,0,0,0,0,1,3
"220170 Bertolínia",1,0,0,0,0,0,1,2,0,4
"220177 Boa Hora",0,0,1,0,0,0,0,0,1,2
"220180 Bocaina",0,0,3,0,0,0,0,0,0,3
"220190 Bom Jesus",3,0,7,0,2,0,1,0,0,13
"220191 Bom Princípio do Piauí",0,0,1,0,0,0,0,0,0,1
"220194 Boqueirão do Piauí",0,0,2,0,0,0,0,0,0,2
"220200 Buriti dos Lopes",1,0,1,1,1,1,0,0,0,5
"220205 Cabeceiras do Piauí",0,1,1,0,1,0,0,0,0,3
"220209 Caldeirão Grande do Piauí",0,0,1,0,0,0,0,0,0,1
"220211 Campo Alegre do Fidalgo",0,0,2,0,0,0,0,0,0,2
"220220 Campo Maior",0,1,14,0,2,0,0,0,0,17
"220230 Canto do Buriti",0,0,4,0,0,0,0,0,0,4
"220240 Capitão de Campos",0,0,1,0,0,0,0,0,0,1
"220245 Capitão Gervásio Oliveira",0,0,2,0,0,0,0,0,0,2
"220253 Caraúbas do Piauí",0,0,1,0,1,0,0,0,0,2
"220260 Castelo do Piauí",0,0,4,0,0,0,0,0,0,4
"220265 Caxingó",0,0,1,0,0,0,0,0,0,1
"220270 Cocal",0,0,5,0,1,0,0,0,0,6
"220271 Cocal de Telha",0,0,1,0,0,0,0,0,0,1
"220275 Colônia do Gurguéia",0,0,1,0,1,0,0,0,0,2
"220285 Coronel José Dias",0,0,0,0,0,0,1,0,0,1
"220290 Corrente",2,0,10,0,1,0,0,0,0,13
"220300 Cristalândia do Piauí",0,0,2,0,0,0,0,0,0,2
"220310 Cristino Castro",1,0,0,0,0,0,0,0,1,2
"220320 Curimatá",0,0,1,0,0,0,0,0,0,1
"220323 Currais",0,0,0,0,1,0,0,0,0,1
"220327 Curral Novo do Piauí",0,0,1,0,0,0,2,0,1,4
"220325 Curralinhos",0,0,1,0,0,0,0,0,0,1
"220330 Demerval Lobão",1,1,3,0,0,1,0,0,0,6
"220350 Elesbão Veloso",0,0,3,0,1,0,0,0,0,4
"220360 Eliseu Martins",0,0,0,0,1,0,0,0,0,1
"220370 Esperantina",0,0,8,0,0,0,0,0,1,9
"220380 Flores do Piauí",1,0,1,0,0,0,0,0,0,2
"220390 Floriano",6,3,35,0,7,2,0,0,2,55
"220415 Francisco Macedo",0,0,1,0,0,0,0,0,0,1
"220420 Francisco Santos",0,0,2,0,0,0,0,0,0,2
"220430 Fronteiras",0,0,2,0,0,0,0,0,0,2
"220435 Geminiano",1,0,0,0,0,0,0,0,0,1
"220440 Gilbués",0,1,3,0,1,0,0,0,0,5
"220450 Guadalupe",0,0,1,0,0,0,0,0,0,1
"220455 Guaribas",0,0,0,0,1,0,0,0,0,1
"220465 Ilha Grande",0,0,1,0,0,0,0,0,1,2
"220470 Inhuma",0,0,3,0,2,0,0,0,0,5
"220490 Isaías Coelho",0,0,3,0,0,0,0,0,0,3
"220500 Itainópolis",0,0,2,0,0,0,0,0,0,2
"220510 Itaueira",0,0,4,0,0,0,0,0,0,4
"220515 Jacobina do Piauí",0,0,5,0,0,0,0,0,0,5
"220520 Jaicós",0,0,4,0,1,0,0,0,0,5
"220525 Jardim do Mulato",0,0,1,0,0,0,0,0,0,1
"220530 Jerumenha",0,1,1,0,0,0,0,0,0,2
"220540 Joaquim Pires",0,0,2,0,0,0,0,0,0,2
"220550 José de Freitas",2,1,6,0,0,0,0,0,1,10
"220555 Lagoa Alegre",0,0,1,0,0,0,0,0,0,1
"220556 Lagoa do Barro do Piauí",0,0,1,0,0,0,0,0,0,1
"220558 Lagoa do Piauí",0,0,1,0,0,0,0,0,0,1
"220559 Lagoa do Sítio",0,0,1,0,0,0,0,0,0,1
"220554 Lagoinha do Piauí",0,0,0,0,2,0,0,0,0,2
"220560 Landri Sales",0,0,1,0,0,0,0,0,0,1
"220570 Luís Correia",0,1,3,0,1,0,0,0,1,6
"220580 Luzilândia",0,0,2,0,0,0,0,0,1,3
"220585 Madeiro",0,0,1,0,0,0,0,0,0,1
"220590 Manoel Emídio",0,0,2,0,1,0,0,0,0,3
"220595 Marcolândia",0,0,2,0,0,0,0,0,0,2
"220600 Marcos Parente",0,0,1,0,1,0,0,0,0,2
"220605 Massapê do Piauí",0,0,2,0,0,0,0,0,0,2
"220610 Matias Olímpio",0,0,1,0,1,0,0,0,0,2
"220620 Miguel Alves",0,0,5,0,0,0,0,0,0,5
"220635 Milton Brandão",0,0,1,0,0,0,0,0,0,1
"220640 Monsenhor Gil",0,0,2,0,2,0,0,0,0,4
"220650 Monsenhor Hipólito",0,1,1,0,0,0,0,0,0,2
"220660 Monte Alegre do Piauí",1,0,2,0,1,0,0,0,1,5
"220667 Morro do Chapéu do Piauí",1,0,1,0,0,0,0,0,0,2
"220669 Murici dos Portelas",0,0,1,0,0,0,0,0,1,2
"220670 Nazaré do Piauí",1,0,0,0,0,0,0,0,0,1
"220672 Nazária",2,0,2,0,0,0,0,0,0,4
"220795 Nova Santa Rita",0,0,2,0,0,0,0,0,0,2
"220700 Oeiras",0,0,11,0,1,0,0,0,0,12
"220720 Padre Marcos",0,0,1,0,0,0,0,0,0,1
"220735 Pajeú do Piauí",0,0,0,0,1,0,0,0,0,1
"220750 Palmeirais",0,0,1,0,0,0,0,0,0,1
"220760 Parnaguá",0,0,2,0,0,0,0,0,0,2
"220770 Parnaíba",8,3,32,0,4,0,0,0,18,65
"220775 Passagem Franca do Piauí",0,0,1,0,0,0,0,0,0,1
"220777 Patos do Piauí",0,1,0,0,1,0,0,0,3,5
"220780 Paulistana",0,0,3,0,1,0,0,0,0,4
"220785 Pavussu",0,0,0,0,1,0,0,0,0,1
"220790 Pedro II",0,0,9,0,0,0,0,0,0,9
"220800 Picos",5,3,27,0,2,0,0,0,2,39
"220810 Pimenteiras",0,0,1,0,0,0,0,0,0,1
"220820 Pio IX",0,0,3,0,1,0,0,0,0,4
"220830 Piracuruca",0,0,2,0,1,0,0,0,0,3
"220840 Piripiri",1,3,10,0,2,0,0,0,1,17
"220850 Porto",0,0,1,0,0,0,0,0,0,1
"220860 Prata do Piauí",0,0,1,0,0,0,0,0,0,1
"220870 Redenção do Gurguéia",0,0,1,0,0,0,0,4,0,5
"220880 Regeneração",0,0,3,0,0,0,0,0,0,3
"220887 Ribeira do Piauí",0,0,2,0,0,0,0,0,0,2
"220890 Ribeiro Gonçalves",0,0,0,0,0,1,0,0,0,1
"220900 Rio Grande do Piauí",0,0,1,0,0,0,0,0,0,1
"220930 Santa Luz",1,0,0,0,0,0,0,0,0,1
"220937 Santa Rosa do Piauí",0,0,1,0,0,0,0,0,0,1
"220935 Santana do Piauí",0,0,1,0,0,0,0,0,0,1
"220940 Santo Antônio de Lisboa",0,0,3,0,0,0,0,0,0,3
"220945 Santo Antônio dos Milagres",0,0,1,0,0,0,0,0,0,1
"220950 Santo Inácio do Piauí",0,0,2,0,0,0,0,0,0,2
"220955 São Braz do Piauí",0,0,2,0,1,0,0,0,0,3
"220970 São Francisco do Piauí",0,0,1,0,0,0,0,0,0,1
"220975 São Gonçalo do Gurguéia",0,0,1,0,2,0,0,0,0,3
"220980 São Gonçalo do Piauí",0,0,1,0,0,0,0,0,0,1
"220990 São João da Serra",0,0,3,0,0,0,0,0,1,4
"220995 São João da Varjota",0,0,1,0,0,0,0,0,0,1
"220997 São João do Arraial",0,1,1,0,0,0,0,0,0,2
"221000 São João do Piauí",0,0,4,0,0,0,0,0,0,4
"221020 São José do Piauí",0,0,2,0,0,0,0,0,0,2
"221040 São Miguel do Tapuio",0,0,1,0,0,0,0,0,0,1
"221050 São Pedro do Piauí",1,0,6,0,0,0,0,0,0,7
"221060 São Raimundo Nonato",2,0,17,0,1,0,1,0,0,21
"221065 Sigefredo Pacheco",0,0,2,0,0,0,0,0,0,2
"221070 Simões",1,1,3,0,0,0,0,0,0,5
"221080 Simplício Mendes",0,0,2,0,0,0,0,0,0,2
"221090 Socorro do Piauí",0,0,1,0,0,0,0,0,0,1
"221093 Sussuapara",1,0,1,0,0,0,0,0,0,2
"221097 Tanque do Piauí",0,0,2,0,0,0,0,0,0,2
"221100 Teresina",32,13,181,0,16,0,1,0,45,288
"221110 União",0,0,10,0,0,0,0,0,1,11
"221120 Uruçuí",0,0,5,0,4,0,1,0,1,11
"221130 Valença do Piauí",0,0,7,0,1,0,1,0,0,9
"221150 Vera Mendes",1,0,0,0,0,0,0,0,0,1
"221160 Vila Nova do Piauí",0,0,1,0,0,0,0,0,0,1
"221170 Wall Ferraz",0,0,1,0,0,0,0,0,0,1
"230010 Abaiara",0,0,1,0,0,0,0,0,0,1
"230020 Acaraú",2,1,9,0,1,0,0,0,0,13
"230030 Acopiara",3,1,8,0,2,0,0,0,0,14
"230040 Aiuaba",0,0,4,0,0,0,0,0,0,4
"230060 Altaneira",0,0,1,0,0,0,0,0,0,1
"230070 Alto Santo",0,0,2,0,0,0,0,0,0,2
"230075 Amontada",0,0,2,0,1,0,0,0,6,9
"230080 Antonina do Norte",0,0,0,0,1,0,0,0,0,1
"230090 Apuiarés",0,0,1,0,0,0,0,0,0,1
"230100 Aquiraz",5,0,2,0,1,0,0,0,0,8
"230110 Aracati",4,1,3,0,0,0,0,0,3,11
"230120 Aracoiaba",0,0,0,0,0,0,0,0,6,6
"230125 Ararendá",0,1,2,0,0,0,0,0,0,3
"230130 Araripe",0,0,2,0,0,0,0,0,0,2
"230140 Aratuba",0,0,0,0,0,0,0,0,1,1
"230150 Arneiroz",1,0,2,0,0,0,0,0,0,3
"230160 Assaré",0,0,0,0,0,0,0,0,2,2
"230170 Aurora",0,0,1,0,0,0,0,0,0,1
"230185 Banabuiú",0,0,0,0,0,0,0,0,1,1
"230190 Barbalha",1,0,9,0,0,0,0,0,0,10
"230195 Barreira",0,0,1,0,0,0,0,0,0,1
"230200 Barro",1,0,3,0,0,0,0,0,0,4
"230205 Barroquinha",0,0,0,0,1,0,0,0,0,1
"230210 Baturité",0,0,0,0,0,0,0,0,4,4
"230220 Beberibe",2,0,2,0,1,0,0,0,1,6
"230230 Bela Cruz",2,0,3,0,0,0,1,0,0,6
"230240 Boa Viagem",0,0,0,0,0,0,0,0,8,8
"230250 Brejo Santo",0,0,1,0,0,0,0,0,0,1
"230260 Camocim",0,0,0,0,1,1,0,0,9,11
"230270 Campos Sales",0,0,4,0,0,0,0,0,0,4
"230280 Canindé",0,0,1,0,0,0,0,0,11,12
"230290 Capistrano",0,0,0,0,0,0,0,0,5,5
"230300 Caridade",0,0,0,0,0,0,0,0,7,7
"230310 Cariré",0,1,1,0,0,0,0,0,0,2
"230320 Caririaçu",2,0,1,0,0,0,0,0,0,3
"230330 Cariús",0,1,1,0,0,0,0,0,0,2
"230340 Carnaubal",0,0,5,0,1,0,0,0,0,6
"230350 Cascavel",2,0,1,0,2,0,0,0,0,5
"230365 Catunda",0,0,0,0,0,0,0,0,1,1
"230370 Caucaia",7,0,3,1,3,0,0,0,0,14
"230380 Cedro",0,0,1,0,8,0,0,0,0,9
"230390 Chaval",0,1,0,0,0,0,0,0,0,1
"230400 Coreaú",1,1,0,0,0,0,0,0,1,3
"230410 Crateús",2,1,6,0,2,1,0,0,0,12
"230420 Crato",2,0,5,0,0,0,0,0,0,7
"230423 Croatá",1,0,8,0,0,0,0,0,0,9
"230425 Cruz",2,0,13,0,0,0,0,0,0,15
"230426 Deputado Irapuan Pinheiro",0,0,0,0,0,0,0,0,1,1
"230427 Ererê",0,0,2,0,0,0,0,0,1,3
"230428 Eusébio",1,0,0,0,0,0,0,0,0,1
"230435 Forquilha",0,0,2,0,0,0,0,0,2,4
"230440 Fortaleza",85,9,106,0,15,0,5,0,0,220
"230445 Fortim",0,0,1,0,0,0,0,0,0,1
"230450 Frecheirinha",0,0,4,0,0,0,0,0,0,4
"230460 General Sampaio",1,0,1,0,0,0,0,0,3,5
"230465 Graça",1,0,2,0,0,0,0,0,0,3
"230470 Granja",1,0,3,1,0,0,0,0,1,6
"230495 Guaiúba",0,0,1,0,0,0,0,0,0,1
"230500 Guaraciaba do Norte",0,1,1,0,0,0,0,0,6,8
"230520 Hidrolândia",0,0,0,0,0,0,0,0,5,5
"230523 Horizonte",1,0,1,0,0,0,1,0,0,3
"230526 Ibaretama",0,0,0,0,0,0,0,0,3,3
"230530 Ibiapina",0,0,1,0,2,0,0,0,0,3
"230533 Ibicuitinga",0,0,0,0,0,0,0,0,1,1
"230535 Icapuí",0,0,2,0,0,0,0,0,1,3
"230540 Icó",0,0,3,0,6,0,0,0,0,9
"230550 Iguatu",3,2,17,0,3,0,0,0,1,26
"230560 Independência",1,0,5,0,1,0,0,0,0,7
"230565 Ipaporanga",0,0,1,0,0,0,0,0,1,2
"230580 Ipu",1,0,4,0,0,0,0,0,0,5
"230590 Ipueiras",2,0,8,0,2,0,0,0,1,13
"230600 Iracema",1,0,0,0,0,0,0,0,1,2
"230610 Irauçuba",1,1,0,0,0,0,0,0,1,3
"230625 Itaitinga",0,0,1,0,0,0,0,0,0,1
"230630 Itapagé",2,0,4,0,2,0,3,0,1,12
"230640 Itapipoca",0,1,11,0,0,0,1,0,0,13
"230650 Itapiúna",0,0,0,0,0,0,0,0,3,3
"230655 Itarema",1,0,5,0,0,1,0,0,6,13
"230660 Itatira",0,0,0,0,0,0,0,0,4,4
"230670 Jaguaretama",0,0,2,0,1,0,0,0,2,5
"230680 Jaguaribara",0,0,0,0,1,0,0,0,0,1
"230690 Jaguaribe",0,0,1,0,9,0,0,0,1,11
"230700 Jaguaruana",0,0,6,0,0,0,0,0,0,6
"230710 Jardim",1,0,1,0,0,0,0,0,0,2
"230725 Jijoca de Jericoacoara",0,0,0,0,0,0,0,0,6,6
"230730 Juazeiro do Norte",15,3,40,0,0,1,0,0,2,61
"230740 Jucás",1,0,7,0,0,0,0,0,0,8
"230760 Limoeiro do Norte",3,1,5,0,0,0,0,0,5,14
"230763 Madalena",0,0,0,0,1,0,0,0,2,3
"230765 Maracanaú",5,1,4,0,0,0,0,0,0,10
"230770 Maranguape",1,0,6,0,1,0,0,0,0,8
"230780 Marco",0,0,1,0,0,0,0,0,0,1
"230790 Martinópole",1,0,0,0,0,0,0,0,0,1
"230800 Massapê",0,0,7,0,0,0,0,0,1,8
"230810 Mauriti",1,0,2,0,0,0,0,0,0,3
"230820 Meruoca",0,1,1,0,0,0,0,0,0,2
"230830 Milagres",1,0,0,0,0,0,0,0,0,1
"230835 Milhã",0,0,0,0,4,0,0,0,7,11
"230840 Missão Velha",1,0,1,0,0,0,0,0,0,2
"230850 Mombaça",0,0,5,0,3,1,1,0,1,11
"230860 Monsenhor Tabosa",0,0,0,0,0,0,0,0,1,1
"230870 Morada Nova",1,3,13,0,1,0,0,0,3,21
"230880 Moraújo",0,2,0,0,0,0,0,0,0,2
"230890 Morrinhos",0,0,0,0,0,0,0,0,2,2
"230900 Mucambo",0,0,1,0,1,0,0,0,4,6
"230920 Nova Olinda",1,1,0,0,0,0,0,0,0,2
"230930 Nova Russas",1,1,3,0,1,0,0,0,0,6
"230940 Novo Oriente",1,0,1,0,1,0,0,0,0,3
"230945 Ocara",0,0,1,0,0,0,0,0,0,1
"230950 Orós",0,0,1,0,2,0,0,0,0,3
"230960 Pacajus",0,0,2,0,1,0,2,0,0,5
"230970 Pacatuba",3,0,2,0,1,0,0,0,0,6
"230980 Pacoti",0,0,0,0,0,0,0,0,1,1
"230990 Pacujá",1,0,0,0,0,0,0,0,0,1
"231000 Palhano",0,0,0,0,1,0,0,0,0,1
"231025 Paraipaba",0,0,1,0,0,0,0,0,0,1
"231030 Parambu",1,0,7,0,2,0,1,0,1,12
"231040 Paramoti",0,0,0,0,0,0,0,0,1,1
"231050 Pedra Branca",2,0,3,0,2,0,0,0,4,11
"231060 Penaforte",0,0,0,0,1,0,0,0,0,1
"231080 Pereiro",0,0,0,0,3,0,0,0,0,3
"231085 Pindoretama",2,1,0,0,0,0,0,0,0,3
"231090 Piquet Carneiro",1,0,2,0,2,0,0,0,0,5
"231095 Pires Ferreira",0,0,5,0,0,0,0,0,0,5
"231100 Poranga",0,0,2,0,0,0,0,0,0,2
"231110 Porteiras",1,0,1,0,0,0,0,0,0,2
"231123 Potiretama",0,0,1,0,0,0,0,0,0,1
"231126 Quiterianópolis",0,0,1,0,0,0,0,0,0,1
"231130 Quixadá",0,0,3,0,1,0,0,0,7,11
"231135 Quixelô",0,0,4,0,2,0,0,0,0,6
"231140 Quixeramobim",1,0,15,0,2,0,0,0,7,25
"231150 Quixeré",0,1,3,0,1,0,0,0,0,5
"231160 Redenção",0,0,1,0,0,0,0,0,0,1
"231170 Reriutaba",0,0,1,0,0,0,0,0,1,2
"231180 Russas",3,4,11,0,4,0,1,0,1,24
"231190 Saboeiro",0,0,3,0,0,0,0,0,0,3
"231195 Salitre",0,0,2,0,0,0,0,0,0,2
"231220 Santa Quitéria",0,0,0,0,0,0,0,0,3,3
"231200 Santana do Acaraú",1,0,3,0,0,0,0,0,0,4
"231210 Santana do Cariri",1,0,0,0,0,0,0,0,0,1
"231230 São Benedito",1,1,5,0,0,0,0,0,2,9
"231240 São Gonçalo do Amarante",1,0,6,0,4,0,0,0,0,11
"231250 São João do Jaguaribe",0,0,1,0,0,0,0,0,0,1
"231270 Senador Pompeu",0,0,0,0,2,0,0,0,3,5
"231290 Sobral",40,8,134,0,10,2,3,0,17,214
"231300 Solonópole",0,0,3,0,1,0,0,0,5,9
"231310 Tabuleiro do Norte",0,1,3,0,1,0,0,0,4,9
"231320 Tamboril",0,0,2,0,0,0,0,0,5,7
"231325 Tarrafas",0,0,0,0,1,0,0,0,0,1
"231330 Tauá",1,0,6,0,0,0,1,0,0,8
"231335 Tejuçuoca",0,0,0,0,0,0,0,0,2,2
"231340 Tianguá",2,3,10,0,3,1,1,0,1,21
"231350 Trairi",0,0,2,0,0,0,0,0,0,2
"231360 Ubajara",2,0,3,0,0,0,0,0,1,6
"231370 Umari",0,0,0,0,1,0,0,0,0,1
"231375 Umirim",1,0,0,0,0,0,0,0,0,1
"231390 Uruoca",0,0,2,0,0,0,0,0,0,2
"231395 Varjota",0,0,6,0,1,0,0,0,0,7
"231400 Várzea Alegre",0,0,0,0,6,0,0,0,0,6
"231410 Viçosa do Ceará",3,1,16,0,0,1,0,0,0,21
"240010 Acari",0,0,0,0,0,0,0,0,1,1
"240020 Açu",0,0,2,0,1,0,0,0,0,3
"240030 Afonso Bezerra",0,0,1,0,0,0,0,0,0,1
"240040 Água Nova",0,0,0,0,0,0,0,0,1,1
"240050 Alexandria",0,0,2,0,1,0,0,0,1,4
"240070 Alto do Rodrigues",0,0,5,0,0,0,0,0,1,6
"240080 Angicos",0,1,0,0,1,0,0,0,0,2
"240090 Antônio Martins",0,0,2,0,0,0,0,0,0,2
"240100 Apodi",0,1,4,0,0,0,0,0,0,5
"240110 Areia Branca",1,1,1,0,0,0,0,0,0,3
"240120 Arês",0,0,1,0,0,0,0,0,0,1
"240130 Augusto Severo",1,0,0,0,0,0,0,0,0,1
"240140 Baía Formosa",0,0,1,0,0,0,0,0,1,2
"240145 Baraúna",0,0,1,0,0,0,0,0,2,3
"240165 Bodó",0,0,1,0,0,0,0,0,0,1
"240185 Caiçara do Norte",0,0,0,0,0,0,0,0,1,1
"240190 Caiçara do Rio do Vento",0,0,1,0,0,0,0,0,1,2
"240200 Caicó",0,1,6,0,0,0,0,0,0,7
"240220 Canguaretama",0,0,1,0,1,0,0,0,1,3
"240230 Caraúbas",0,0,3,0,1,0,0,0,1,5
"240240 Carnaúba dos Dantas",0,0,1,0,0,0,0,0,0,1
"240250 Carnaubais",0,0,2,0,1,0,0,0,0,3
"240260 Ceará0Mirim",0,0,7,0,0,0,0,0,5,12
"240270 Cerro Corá",0,0,1,0,0,0,0,0,0,1
"240290 Coronel João Pessoa",0,0,1,0,0,0,0,0,1,2
"240310 Currais Novos",0,0,2,0,0,0,0,0,0,2
"240320 Doutor Severiano",0,0,1,0,0,0,0,0,0,1
"240330 Encanto",0,0,2,0,0,0,0,0,0,2
"240350 Espírito Santo",0,0,1,0,0,0,0,0,0,1
"240360 Extremoz",0,0,2,0,0,0,0,0,1,3
"240380 Florânia",0,0,1,0,0,0,0,0,0,1
"240400 Frutuoso Gomes",0,0,1,0,0,0,0,0,0,1
"240420 Goianinha",1,0,2,0,1,0,0,0,0,4
"240430 Governador Dix0Sept Rosado",0,0,3,0,0,0,0,0,0,3
"240450 Guamaré",0,0,1,0,3,0,0,0,1,5
"240460 Ielmo Marinho",0,0,1,0,2,0,0,0,0,3
"240470 Ipanguaçu",0,0,0,0,0,0,0,0,1,1
"240485 Itajá",0,0,0,0,1,0,0,0,0,1
"240490 Itaú",0,0,2,0,0,0,0,0,0,2
"240500 Jaçanã",0,0,1,0,0,0,0,0,0,1
"240520 Janduís",0,0,1,0,0,0,0,0,0,1
"240560 Jardim de Piranhas",0,0,0,0,1,0,0,0,0,1
"240570 Jardim do Seridó",0,0,1,0,0,0,0,0,0,1
"240580 João Câmara",1,0,2,0,0,0,0,0,0,3
"240590 João Dias",0,0,0,0,0,0,0,0,1,1
"240600 José da Penha",0,0,2,0,0,0,0,0,3,5
"240610 Jucurutu",0,0,1,0,0,1,0,0,0,2
"240620 Lagoa d'Anta",0,0,2,0,0,0,0,0,0,2
"240630 Lagoa de Pedras",0,0,4,0,0,0,0,0,0,4
"240650 Lagoa Nova",0,0,4,0,0,0,0,0,0,4
"240660 Lagoa Salgada",0,0,4,0,0,0,0,0,1,5
"240710 Macaíba",0,0,5,0,1,0,0,0,4,10
"240720 Macau",0,0,1,0,0,0,0,0,0,1
"240730 Marcelino Vieira",0,0,0,0,0,0,0,0,1,1
"240740 Martins",0,0,1,0,0,0,0,0,0,1
"240760 Messias Targino",0,0,2,0,0,0,0,0,1,3
"240770 Montanhas",0,0,2,0,1,0,0,0,1,4
"240780 Monte Alegre",0,0,0,0,1,0,0,0,0,1
"240800 Mossoró",7,2,27,0,2,0,0,0,32,70
"240810 Natal",16,2,26,0,6,0,0,0,56,106
"240820 Nísia Floresta",0,0,2,0,1,0,0,0,0,3
"240880 Parazinho",0,0,0,0,0,0,0,0,1,1
"240890 Parelhas",0,0,1,0,0,0,0,0,0,1
"240325 Parnamirim",1,0,5,0,0,0,0,0,12,18
"240910 Passa e Fica",0,0,0,0,0,0,1,0,0,1
"240920 Passagem",0,0,3,0,0,0,0,0,0,3
"240930 Patu",0,0,0,0,0,0,0,0,3,3
"240940 Pau dos Ferros",0,1,6,0,1,0,0,0,5,13
"240950 Pedra Grande",0,0,1,0,0,0,0,0,0,1
"240990 Pendências",1,0,0,0,0,0,1,0,0,2
"241010 Poço Branco",0,0,0,0,0,0,0,0,1,1
"241040 Pureza",0,0,3,0,0,0,0,0,0,3
"241050 Rafael Fernandes",1,0,1,0,0,0,0,0,0,2
