"Município","Pedestre","Ciclista","Motociclista","triciclo","automóvel","caminhonete","transp_pesado","ônibus","Outros","Total"
"210725 Nova Colinas",0,0,2,0,0,0,0,0,0,2
"210735 Nova Olinda do Maranhão",0,1,0,0,1,0,0,0,1,3
"210740 Olho d'Água das Cunhãs",0,0,2,0,0,0,0,0,0,2
"210750 Paço do Lumiar",3,0,2,0,0,0,0,0,1,6
"210760 Palmeirândia",0,0,1,0,0,0,0,0,2,3
"210770 Paraibano",2,0,2,0,0,0,0,0,0,4
"210780 Parnarama",0,0,1,0,0,0,0,0,3,4
"210790 Passagem Franca",0,0,2,0,1,0,0,0,0,3
"210800 Pastos Bons",2,0,1,0,1,0,1,0,2,7
"210805 Paulino Neves",0,0,1,0,0,0,0,0,1,2
"210810 Paulo Ramos",0,0,3,0,0,0,0,0,0,3
"210820 Pedreiras",1,0,5,0,0,0,0,0,0,6
"210825 Pedro do Rosário",0,0,2,0,0,0,0,0,1,3
"210830 Penalva",0,0,5,0,0,0,0,0,0,5
"210840 Peri Mirim",0,0,1,0,0,0,0,0,0,1
"210845 Peritoró",1,0,4,0,0,0,1,0,5,11
"210850 Pindaré0Mirim",0,0,2,0,1,0,0,0,1,4
"210860 Pinheiro",3,0,23,0,2,0,0,0,2,30
"210870 Pio XII",0,0,2,0,1,0,0,0,0,3
"210890 Poção de Pedras",1,0,1,0,0,0,0,0,0,2
"210900 Porto Franco",0,1,2,0,7,0,0,0,1,11
"210910 Presidente Dutra",7,2,29,0,10,0,0,0,5,53
"210927 Presidente Sarney",0,0,1,0,0,0,0,0,1,2
"210930 Presidente Vargas",1,0,1,0,0,0,0,0,0,2
"210945 Raposa",0,0,1,0,2,0,0,0,0,3
"210950 Riachão",1,0,3,0,0,0,0,0,1,5
"210955 Ribamar Fiquene",0,0,3,0,0,0,0,0,1,4
"210960 Rosário",0,0,3,0,0,0,0,0,0,3
"210970 Sambaíba",0,0,0,0,0,0,0,1,0,1
"210980 Santa Helena",0,0,2,0,0,0,0,0,2,4
"210990 Santa Inês",5,4,21,0,3,0,1,0,3,37
"211000 Santa Luzia",0,0,7,0,4,0,0,0,8,19
"211003 Santa Luzia do Paruá",2,0,2,0,2,0,0,0,1,7
"211010 Santa Quitéria do Maranhão",0,0,1,0,0,0,0,0,1,2
"211020 Santa Rita",1,0,4,0,0,0,0,0,2,7
"211030 Santo Antônio dos Lopes",0,0,1,0,0,0,0,0,0,1
"211040 São Benedito do Rio Preto",1,0,2,0,0,0,0,0,0,3
"211050 São Bento",0,0,4,0,0,0,0,0,0,4
"211060 São Bernardo",0,1,2,0,0,0,0,0,0,3
"211065 São Domingos do Azeitão",0,0,4,0,0,0,1,0,0,5
"211070 São Domingos do Maranhão",0,0,5,0,0,0,0,0,0,5
"211080 São Félix de Balsas",0,0,2,0,0,0,0,0,0,2
"211085 São Francisco do Brejão",0,0,1,0,0,0,0,0,1,2
"211090 São Francisco do Maranhão",0,0,3,0,0,0,0,0,0,3
"211100 São João Batista",0,0,2,0,0,0,0,0,1,3
"211105 São João do Paraíso",1,0,0,0,0,0,0,0,1,2
"211107 São João do Soter",0,0,0,0,0,0,0,0,1,1
"211110 São João dos Patos",0,1,6,0,0,0,0,0,0,7
"211120 São José de Ribamar",3,0,0,0,2,0,0,0,6,11
"211130 São Luís",66,0,45,0,24,0,0,0,67,202
"211150 São Mateus do Maranhão",0,1,5,0,2,0,0,0,0,8
"211153 São Pedro da Água Branca",0,0,0,0,1,0,0,0,1,2
"211157 São Pedro dos Crentes",0,0,1,0,0,0,1,0,0,2
"211160 São Raimundo das Mangabeiras",0,0,9,0,0,0,0,0,0,9
"211170 São Vicente Ferrer",0,0,2,0,0,0,0,0,2,4
"211174 Senador Alexandre Costa",0,0,3,0,2,0,0,0,0,5
"211176 Senador La Rocque",0,0,1,0,0,0,0,0,0,1
"211180 Sítio Novo",0,0,1,0,0,0,0,0,0,1
"211190 Sucupira do Norte",0,0,0,0,0,0,0,0,1,1
"211195 Sucupira do Riachão",0,0,1,0,0,0,0,0,0,1
"211200 Tasso Fragoso",0,0,1,0,0,0,1,0,0,2
"211220 Timon",10,1,11,0,4,0,0,0,14,40
"211223 Trizidela do Vale",1,0,0,0,0,0,0,0,1,2
"211230 Tuntum",2,0,3,1,0,0,1,0,0,7
"211240 Turiaçu",0,0,7,0,0,0,1,0,0,8
"211250 Tutóia",0,0,4,0,0,0,0,0,1,5
"211260 Urbano Santos",1,1,3,0,0,0,0,0,0,5
"211270 Vargem Grande",1,0,2,0,0,0,0,0,0,3
"211280 Viana",1,0,3,0,0,0,0,0,1,5
"211285 Vila Nova dos Martírios",1,0,0,0,0,0,0,0,0,1
"211290 Vitória do Mearim",2,2,6,0,0,0,0,0,1,11
"211300 Vitorino Freire",0,1,5,0,1,0,0,0,0,7
"211400 Zé Doca",3,0,8,0,3,0,0,0,4,18
"220005 Acauã",0,0,1,0,1,0,0,0,0,2
"220010 Agricolândia",0,0,1,0,0,0,0,0,0,1
"220020 Água Branca",0,0,2,0,2,0,1,0,0,5
"220030 Alto Longá",0,0,2,0,3,0,0,0,0,5
"220040 Altos",2,2,5,0,1,0,0,0,1,11
"220045 Alvorada do Gurguéia",0,0,1,0,2,0,0,0,0,3
"220050 Amarante",1,0,6,0,0,0,0,0,0,7
"220060 Angical do Piauí",0,0,0,0,1,0,0,0,0,1
"220070 Anísio de Abreu",0,0,0,0,1,0,0,0,0,1
"220080 Antônio Almeida",0,0,1,0,0,0,0,0,0,1
"220090 Aroazes",0,0,0,0,1,0,0,0,0,1
"220095 Aroeiras do Itaim",0,0,1,0,0,0,0,0,0,1
"220110 Avelino Lopes",0,0,1,0,0,0,0,0,0,1
"220115 Baixa Grande do Ribeiro",0,0,2,0,0,0,0,0,0,2
"220120 Barras",0,0,6,0,1,1,1,0,1,10
"220140 Barro Duro",1,0,0,0,0,0,0,0,0,1
"220150 Batalha",0,0,9,0,1,0,0,0,0,10
"220160 Beneditinos",0,0,0,0,0,0,0,0,1,1
"220170 Bertolínia",0,0,3,0,0,0,0,0,0,3
"220177 Boa Hora",0,0,2,0,0,0,0,0,0,2
"220190 Bom Jesus",0,0,3,0,5,0,3,6,0,17
"220191 Bom Princípio do Piauí",0,1,1,0,0,0,0,0,0,2
"220192 Bonfim do Piauí",1,0,1,0,0,0,0,0,0,2
"220194 Boqueirão do Piauí",1,0,0,0,0,0,0,0,0,1
"220198 Brejo do Piauí",0,0,2,0,0,0,0,0,0,2
"220200 Buriti dos Lopes",0,0,1,0,2,0,0,0,0,3
"220205 Cabeceiras do Piauí",1,0,1,0,0,0,0,0,0,2
"220207 Cajazeiras do Piauí",1,0,0,0,0,0,0,0,0,1
"220208 Cajueiro da Praia",0,0,0,0,1,0,0,0,0,1
"220209 Caldeirão Grande do Piauí",0,0,0,0,0,0,1,0,0,1
"220210 Campinas do Piauí",0,0,1,0,0,0,0,0,0,1
"220211 Campo Alegre do Fidalgo",0,0,1,0,0,0,0,0,0,1
"220217 Campo Largo do Piauí",0,0,2,0,0,0,0,0,0,2
"220220 Campo Maior",0,1,16,0,1,0,1,0,0,19
"220230 Canto do Buriti",2,1,4,0,1,0,0,0,0,8
"220240 Capitão de Campos",0,1,3,0,0,0,0,0,0,4
"220250 Caracol",0,0,0,0,2,0,0,0,0,2
"220260 Castelo do Piauí",0,0,4,0,0,0,0,0,2,6
"220265 Caxingó",0,0,3,0,0,0,0,0,0,3
"220270 Cocal",0,1,4,0,1,3,0,0,0,9
"220271 Cocal de Telha",0,1,0,0,0,0,0,0,0,1
"220275 Colônia do Gurguéia",0,0,1,0,0,0,0,0,0,1
"220290 Corrente",0,0,6,0,9,3,1,0,0,19
"220300 Cristalândia do Piauí",0,0,1,0,6,0,0,0,1,8
"220310 Cristino Castro",0,0,1,0,1,0,0,0,0,2
"220320 Curimatá",0,0,4,0,0,0,0,0,0,4
"220327 Curral Novo do Piauí",0,0,2,0,3,0,0,0,0,5
"220325 Curralinhos",0,0,0,0,0,0,0,0,2,2
"220330 Demerval Lobão",2,1,3,0,0,0,0,0,0,6
"220335 Dirceu Arcoverde",0,0,1,0,0,0,0,0,0,1
"220340 Dom Expedito Lopes",1,1,4,0,1,0,0,0,0,7
"220350 Elesbão Veloso",1,0,3,0,1,0,2,0,0,7
"220360 Eliseu Martins",0,0,1,0,1,0,1,0,0,3
"220370 Esperantina",1,0,10,0,2,0,0,0,0,13
"220390 Floriano",8,0,46,0,18,0,1,0,4,77
"220400 Francinópolis",0,0,1,0,1,0,0,0,0,2
"220415 Francisco Macedo",0,0,1,0,0,0,0,0,0,1
"220420 Francisco Santos",0,0,4,0,0,0,0,0,0,4
"220430 Fronteiras",0,0,3,0,1,0,0,0,1,5
"220435 Geminiano",0,0,3,0,0,0,0,0,0,3
"220440 Gilbués",0,0,1,0,0,0,0,0,0,1
"220450 Guadalupe",0,0,2,0,0,0,0,0,1,3
"220455 Guaribas",0,0,0,0,2,0,0,0,0,2
"220465 Ilha Grande",0,0,2,0,0,0,0,0,0,2
"220470 Inhuma",1,0,3,0,6,0,2,0,0,12
"220480 Ipiranga do Piauí",0,0,1,0,0,0,0,0,0,1
"220490 Isaías Coelho",0,0,0,0,1,0,0,0,0,1
"220500 Itainópolis",0,0,1,0,0,0,0,0,0,1
"220510 Itaueira",1,0,1,0,1,0,0,0,0,3
"220515 Jacobina do Piauí",0,0,2,0,0,0,0,0,1,3
"220520 Jaicós",0,0,2,0,1,2,1,0,0,6
"220525 Jardim do Mulato",0,0,2,0,0,0,0,0,0,2
"220527 Jatobá do Piauí",0,0,3,0,0,0,0,0,0,3
"220530 Jerumenha",0,0,1,0,0,0,0,0,0,1
"220535 João Costa",0,0,1,0,0,0,0,0,0,1
"220540 Joaquim Pires",1,0,2,0,0,0,0,0,0,3
"220550 José de Freitas",1,0,5,0,2,0,0,0,1,9
"220551 Juazeiro do Piauí",0,0,1,0,0,0,0,0,0,1
"220553 Jurema",0,0,1,0,0,0,0,0,0,1
"220557 Lagoa de São Francisco",0,0,1,0,0,0,0,0,0,1
"220556 Lagoa do Barro do Piauí",0,0,1,0,0,0,0,0,0,1
"220558 Lagoa do Piauí",0,0,0,0,2,0,0,0,1,3
"220559 Lagoa do Sítio",0,0,1,0,0,0,0,0,1,2
"220554 Lagoinha do Piauí",0,0,1,0,0,0,0,0,0,1
"220570 Luís Correia",0,0,3,0,2,0,0,0,0,5
"220580 Luzilândia",1,0,5,0,1,0,1,0,0,8
"220590 Manoel Emídio",1,0,0,0,0,0,0,0,0,1
"220595 Marcolândia",0,0,2,0,0,0,2,0,0,4
"220610 Matias Olímpio",0,0,1,0,0,0,0,0,0,1
"220620 Miguel Alves",0,1,2,0,7,0,0,0,0,10
"220630 Miguel Leão",0,0,0,0,1,0,0,0,0,1
"220635 Milton Brandão",0,0,1,0,0,0,0,0,0,1
"220640 Monsenhor Gil",0,0,7,0,0,0,0,0,1,8
"220650 Monsenhor Hipólito",0,0,2,0,0,0,0,0,0,2
"220660 Monte Alegre do Piauí",0,0,0,0,2,0,5,3,0,10
"220665 Morro Cabeça no Tempo",0,0,2,0,0,0,0,0,0,2
"220669 Murici dos Portelas",0,0,3,0,0,0,0,0,0,3
"220670 Nazaré do Piauí",0,0,1,0,0,0,1,0,0,2
"220672 Nazária",0,0,1,0,0,0,0,0,0,1
"220675 Nossa Senhora de Nazaré",0,0,1,0,0,0,0,0,0,1
"220680 Nossa Senhora dos Remédios",0,0,1,0,0,0,0,0,0,1
"220690 Novo Oriente do Piauí",0,0,1,0,0,0,0,0,0,1
"220695 Novo Santo Antônio",0,0,1,0,0,0,0,0,0,1
"220700 Oeiras",0,4,8,0,1,0,1,0,0,14
"220720 Padre Marcos",0,0,2,0,0,0,0,0,0,2
"220730 Paes Landim",0,0,2,0,0,0,0,0,0,2
"220755 Paquetá",0,0,1,0,0,0,0,0,0,1
"220770 Parnaíba",10,6,37,0,2,0,1,0,0,56
"220775 Passagem Franca do Piauí",0,0,1,0,0,0,0,0,0,1
"220777 Patos do Piauí",0,0,1,0,2,0,0,0,0,3
"220779 Pau D'Arco do Piauí",0,0,2,0,0,0,0,0,0,2
"220780 Paulistana",1,0,4,0,0,0,0,0,0,5
"220790 Pedro II",0,0,6,0,0,0,1,0,0,7
"220793 Pedro Laurentino",0,0,1,0,0,0,0,0,0,1
"220800 Picos",6,1,31,0,5,0,0,0,0,43
"220810 Pimenteiras",0,0,2,0,1,0,0,0,1,4
"220820 Pio IX",3,0,6,0,0,0,0,0,0,9
"220830 Piracuruca",0,1,7,0,2,2,0,0,0,12
"220840 Piripiri",6,1,17,0,4,0,0,0,0,28
"220850 Porto",0,0,2,0,0,0,0,0,0,2
"220865 Queimada Nova",0,0,4,0,0,0,0,0,0,4
"220870 Redenção do Gurguéia",1,0,2,0,0,0,0,0,1,4
"220880 Regeneração",2,0,3,0,0,1,0,0,0,6
"220890 Ribeiro Gonçalves",0,0,2,0,0,0,0,0,0,2
"220910 Santa Cruz do Piauí",0,0,2,0,0,0,0,0,0,2
"220915 Santa Cruz dos Milagres",0,0,1,0,0,0,0,0,0,1
"220920 Santa Filomena",0,0,4,0,0,0,0,0,0,4
"220930 Santa Luz",0,0,2,0,0,0,0,0,0,2
"220935 Santana do Piauí",0,0,1,0,0,0,0,0,0,1
"220940 Santo Antônio de Lisboa",0,0,2,0,0,0,0,0,0,2
"220950 Santo Inácio do Piauí",0,0,1,0,0,0,1,0,0,2
"220960 São Félix do Piauí",0,1,0,0,0,0,0,0,0,1
"220965 São Francisco de Assis do Piauí",0,0,1,0,0,0,0,0,0,1
"220970 São Francisco do Piauí",0,0,1,0,0,0,0,0,0,1
"220980 São Gonçalo do Piauí",0,0,1,0,0,0,0,0,0,1
"220985 São João da Canabrava",0,0,1,0,0,0,0,0,0,1
"220990 São João da Serra",0,0,1,0,0,0,0,0,0,1
"220997 São João do Arraial",0,0,1,0,0,0,0,0,0,1
"221000 São João do Piauí",1,0,8,0,2,0,0,0,0,11
"221005 São José do Divino",0,0,1,0,0,0,0,0,0,1
"221020 São José do Piauí",0,0,2,0,0,0,0,0,0,2
"221037 São Luis do Piauí",0,0,1,0,0,0,0,0,0,1
"221039 São Miguel do Fidalgo",0,0,1,0,0,0,0,0,0,1
"221040 São Miguel do Tapuio",0,0,2,0,0,0,0,0,0,2
"221050 São Pedro do Piauí",1,0,3,0,0,0,0,0,0,4
"221060 São Raimundo Nonato",1,1,7,0,2,0,0,0,0,11
"221065 Sigefredo Pacheco",0,0,2,0,0,0,0,0,0,2
"221070 Simões",0,0,2,0,0,0,0,0,0,2
"221080 Simplício Mendes",0,0,5,0,0,0,0,0,0,5
"221090 Socorro do Piauí",0,0,2,0,0,0,0,0,0,2
"221093 Sussuapara",0,0,2,0,0,0,0,0,0,2
"221097 Tanque do Piauí",0,0,0,0,1,0,0,0,0,1
"221100 Teresina",37,16,199,0,24,2,3,1,36,318
"221110 União",0,1,3,0,4,0,0,0,1,9
"221120 Uruçuí",0,0,3,0,1,0,0,0,0,4
"221130 Valença do Piauí",0,1,2,0,1,0,0,0,1,5
"221135 Várzea Branca",0,0,1,0,0,0,0,0,0,1
"221140 Várzea Grande",0,0,0,0,0,0,0,0,1,1
"221150 Vera Mendes",0,0,2,0,0,0,0,0,0,2
"221160 Vila Nova do Piauí",0,0,3,0,1,0,0,0,0,4
"221170 Wall Ferraz",0,0,1,0,0,0,0,0,0,1
"220000 Município ignorado 0 PI",0,0,2,0,0,0,0,0,0,2
"230010 Abaiara",0,0,1,0,0,0,0,0,0,1
"230015 Acarape",0,0,3,0,0,0,0,0,0,3
"230020 Acaraú",0,1,16,0,0,0,1,0,1,19
"230030 Acopiara",1,0,2,0,6,0,0,0,0,9
"230040 Aiuaba",0,0,1,0,1,0,0,0,0,2
"230050 Alcântaras",0,0,1,0,1,0,0,0,0,2
"230070 Alto Santo",0,0,1,0,0,0,0,0,2,3
"230075 Amontada",0,0,0,0,0,0,0,0,3,3
"230080 Antonina do Norte",0,0,0,0,2,0,0,0,0,2
"230090 Apuiarés",0,0,0,0,0,0,0,0,2,2
"230100 Aquiraz",1,0,3,0,2,0,0,0,0,6
"230110 Aracati",3,1,1,0,1,0,0,0,0,6
"230120 Aracoiaba",0,0,0,0,0,0,0,0,5,5
"230125 Ararendá",0,0,4,0,0,0,0,0,0,4
"230130 Araripe",2,0,1,0,0,0,0,0,0,3
"230140 Aratuba",0,0,0,0,0,0,0,0,2,2
"230150 Arneiroz",1,0,3,0,1,0,0,0,0,5
"230180 Baixio",0,0,0,0,1,0,0,0,0,1
"230185 Banabuiú",0,0,1,0,0,0,0,0,0,1
"230190 Barbalha",4,2,20,0,0,0,0,0,1,27
"230195 Barreira",0,0,0,0,1,0,0,0,0,1
"230200 Barro",0,0,1,0,0,0,0,0,0,1
"230205 Barroquinha",1,0,0,0,0,0,0,0,0,1
"230210 Baturité",0,0,0,0,0,0,0,0,4,4
"230220 Beberibe",0,0,1,0,1,0,0,0,0,2
"230230 Bela Cruz",1,0,2,0,0,0,0,0,1,4
"230240 Boa Viagem",0,0,0,0,0,0,0,0,17,17
"230250 Brejo Santo",0,1,1,0,2,0,0,0,1,5
"230260 Camocim",0,0,0,0,0,0,0,1,4,5
"230270 Campos Sales",0,0,1,0,0,0,0,0,0,1
"230280 Canindé",1,0,2,0,0,0,0,0,13,16
"230300 Caridade",0,0,0,0,0,0,1,0,3,4
"230310 Cariré",0,0,7,0,0,0,0,0,0,7
"230320 Caririaçu",0,0,1,0,0,0,0,0,0,1
"230330 Cariús",0,0,3,0,2,0,0,0,0,5
"230340 Carnaubal",0,0,2,0,3,0,0,0,1,6
"230350 Cascavel",0,0,2,0,1,0,0,0,0,3
"230360 Catarina",0,0,1,0,0,0,0,0,0,1
"230365 Catunda",0,0,0,0,0,0,0,0,3,3
"230370 Caucaia",14,0,14,0,3,0,0,0,1,32
"230380 Cedro",0,0,1,0,4,0,0,0,0,5
"230390 Chaval",0,0,2,0,0,0,0,0,0,2
"230393 Choró",0,0,0,0,0,0,0,0,3,3
"230395 Chorozinho",1,0,1,0,0,0,1,0,0,3
"230400 Coreaú",0,0,5,0,1,0,0,0,0,6
"230410 Crateús",1,0,9,0,1,0,0,0,4,15
"230420 Crato",2,0,3,0,0,1,0,0,1,7
"230423 Croatá",1,0,3,0,0,0,0,0,0,4
"230425 Cruz",1,0,5,0,2,0,0,0,0,8
"230426 Deputado Irapuan Pinheiro",1,0,1,0,2,0,0,0,2,6
"230427 Ererê",1,0,0,0,0,0,0,0,0,1
"230428 Eusébio",3,0,1,0,0,0,1,0,0,5
"230430 Farias Brito",1,0,2,0,0,0,0,0,0,3
"230435 Forquilha",0,0,2,0,0,0,0,0,1,3
"230440 Fortaleza",139,19,180,0,21,1,0,1,9,370
"230465 Graça",0,0,1,0,1,0,0,0,1,3
"230470 Granja",1,1,7,0,0,0,0,0,0,9
"230490 Groaíras",0,0,2,0,0,0,0,0,0,2
"230495 Guaiúba",1,0,3,0,1,0,0,0,0,5
"230500 Guaraciaba do Norte",4,0,2,0,0,0,1,1,5,13
"230510 Guaramiranga",0,0,0,0,0,0,0,0,1,1
"230520 Hidrolândia",0,0,0,0,0,0,0,0,4,4
"230523 Horizonte",1,0,5,0,0,0,0,0,0,6
"230526 Ibaretama",0,0,0,0,0,0,0,0,6,6
"230530 Ibiapina",0,0,3,0,1,0,0,0,1,5
"230533 Ibicuitinga",0,0,1,0,1,0,0,0,3,5
"230535 Icapuí",2,0,1,0,0,0,0,0,0,3
"230540 Icó",0,0,3,0,11,0,0,0,1,15
"230550 Iguatu",2,1,18,0,5,0,0,0,0,26
"230560 Independência",0,0,5,0,0,0,0,0,0,5
"230565 Ipaporanga",0,0,3,0,0,0,0,0,1,4
"230570 Ipaumirim",0,0,1,0,5,0,0,0,0,6
"230580 Ipu",3,2,2,0,0,0,0,0,0,7
"230590 Ipueiras",0,0,9,0,0,0,0,0,0,9
"230600 Iracema",0,0,2,0,0,0,0,0,1,3
"230610 Irauçuba",0,0,0,0,0,0,0,0,4,4
"230620 Itaiçaba",0,0,1,0,0,0,0,0,0,1
"230625 Itaitinga",2,0,3,0,0,0,0,0,0,5
"230630 Itapagé",3,1,9,0,4,1,0,0,0,18
"230640 Itapipoca",2,0,10,0,2,0,0,0,2,16
"230650 Itapiúna",0,0,0,0,0,0,0,0,5,5
"230655 Itarema",1,0,3,0,0,0,0,0,3,7
"230660 Itatira",0,0,0,0,0,0,0,0,3,3
"230670 Jaguaretama",0,0,3,0,0,0,0,0,1,4
"230680 Jaguaribara",0,0,0,0,1,0,0,0,3,4
"230690 Jaguaribe",0,0,1,0,9,0,1,0,1,12
"230700 Jaguaruana",1,0,7,0,1,0,0,0,1,10
"230710 Jardim",1,0,2,0,0,0,1,0,0,4
"230720 Jati",0,0,0,0,1,1,0,0,0,2
"230725 Jijoca de Jericoacoara",1,0,2,0,0,0,0,0,5,8
"230730 Juazeiro do Norte",11,0,20,0,3,0,0,0,1,35
"230740 Jucás",0,0,3,0,5,0,0,0,0,8
"230760 Limoeiro do Norte",0,0,11,0,1,0,0,0,7,19
"230763 Madalena",0,0,0,0,0,0,0,0,1,1
"230765 Maracanaú",2,0,7,0,1,0,0,0,0,10
"230770 Maranguape",3,0,3,0,1,0,0,0,0,7
"230780 Marco",0,1,1,0,0,0,0,0,3,5
"230790 Martinópole",0,0,1,0,2,0,0,0,0,3
"230800 Massapê",0,0,2,0,0,0,0,0,2,4
"230820 Meruoca",0,0,1,0,0,0,0,0,0,1
"230830 Milagres",1,0,0,0,0,0,0,0,0,1
"230835 Milhã",1,0,1,0,0,0,0,0,3,5
"230837 Miraíma",0,0,0,0,0,0,0,0,1,1
"230840 Missão Velha",1,0,1,0,0,0,0,0,0,2
"230850 Mombaça",1,0,1,0,0,0,0,0,1,3
"230870 Morada Nova",1,0,12,0,2,0,0,0,2,17
"230890 Morrinhos",0,0,4,0,0,0,0,0,1,5
"230900 Mucambo",0,0,0,0,0,1,0,0,0,1
"230910 Mulungu",0,0,0,0,0,0,0,0,1,1
"230920 Nova Olinda",0,0,0,0,0,0,1,0,0,1
"230930 Nova Russas",0,0,8,0,1,0,0,0,0,9
"230940 Novo Oriente",2,0,13,0,1,0,0,0,0,16
"230945 Ocara",1,0,2,0,1,0,0,0,0,4
"230950 Orós",0,0,0,0,3,0,0,0,0,3
"230960 Pacajus",1,0,4,1,0,0,1,0,0,7
"230970 Pacatuba",1,0,3,0,0,0,0,0,0,4
"230990 Pacujá",0,0,0,0,1,0,0,0,0,1
"231000 Palhano",0,0,0,0,0,0,0,0,1,1
"231010 Palmácia",0,0,1,0,0,0,0,0,0,1
"231020 Paracuru",0,1,2,0,1,0,0,0,0,4
"231025 Paraipaba",2,0,1,0,0,0,0,0,0,3
"231030 Parambu",1,0,7,0,2,0,1,0,1,12
"231040 Paramoti",0,0,0,0,0,0,0,0,2,2
"231050 Pedra Branca",0,0,2,0,3,0,0,0,9,14
"231060 Penaforte",1,0,0,0,0,0,0,0,0,1
"231070 Pentecoste",0,0,0,0,1,0,0,0,0,1
"231080 Pereiro",0,0,0,0,1,0,0,0,0,1
"231085 Pindoretama",1,0,0,0,1,0,0,0,0,2
"231090 Piquet Carneiro",0,0,0,0,0,0,0,0,5,5
"231100 Poranga",0,0,1,0,0,0,0,0,0,1
"231110 Porteiras",0,0,2,0,0,0,0,0,0,2
"231123 Potiretama",0,0,2,0,0,0,0,0,0,2
"231126 Quiterianópolis",3,1,6,0,0,0,0,0,0,10
"231130 Quixadá",0,0,0,0,0,0,0,1,9,10
"231135 Quixelô",1,0,2,0,0,0,0,0,0,3
"231140 Quixeramobim",1,1,1,0,1,0,0,0,13,17
"231150 Quixeré",0,0,1,0,0,1,0,0,3,5
"231160 Redenção",0,1,0,0,0,0,0,0,1,2
"231170 Reriutaba",1,0,0,0,1,0,0,0,0,2
"231180 Russas",2,2,9,0,0,2,0,0,3,18
"231190 Saboeiro",0,0,0,0,2,0,0,0,0,2
"231220 Santa Quitéria",1,0,0,0,0,0,0,0,8,9
"231200 Santana do Acaraú",0,0,1,0,0,0,0,0,0,1
"231210 Santana do Cariri",0,0,1,0,0,0,0,0,0,1
"231230 São Benedito",2,0,5,0,0,0,0,0,0,7
"231240 São Gonçalo do Amarante",1,0,6,0,3,0,1,0,0,11
"231250 São João do Jaguaribe",0,0,0,0,0,0,0,0,1,1
"231260 São Luís do Curu",1,0,3,0,0,0,0,0,0,4
"231270 Senador Pompeu",0,0,0,0,0,0,0,0,4,4
"231280 Senador Sá",0,0,2,0,0,0,1,0,0,3
"231290 Sobral",37,15,140,0,18,0,2,0,20,232
"231300 Solonópole",0,0,2,0,0,0,0,0,8,10
"231310 Tabuleiro do Norte",0,0,2,0,0,0,0,0,6,8
"231320 Tamboril",0,0,2,0,0,0,0,0,8,10
"231325 Tarrafas",0,0,0,0,1,0,0,0,0,1
"231330 Tauá",2,3,16,0,3,0,0,0,0,24
"231335 Tejuçuoca",0,0,0,0,0,0,0,0,1,1
"231340 Tianguá",5,1,12,0,1,1,1,0,0,21
"231350 Trairi",4,0,4,0,1,0,0,0,0,9
"231355 Tururu",1,0,1,0,0,0,0,0,0,2
"231360 Ubajara",0,0,1,0,1,2,0,0,0,4
"231380 Uruburetama",0,0,2,0,0,0,0,0,0,2
"231390 Uruoca",2,0,0,0,2,0,0,0,3,7
"231395 Varjota",0,0,2,0,0,0,0,0,1,3
"231400 Várzea Alegre",2,0,1,0,1,0,0,0,0,4
"231410 Viçosa do Ceará",0,0,13,0,1,0,0,0,0,14
"240010 Acari",0,0,3,0,1,0,0,0,3,7
"240020 Açu",0,0,2,0,1,0,0,0,2,5
"240050 Alexandria",1,0,1,0,1,0,0,0,1,4
"240060 Almino Afonso",0,0,0,0,0,0,0,0,1,1
"240070 Alto do Rodrigues",0,0,1,0,0,0,0,0,0,1
"240080 Angicos",0,0,2,0,0,0,0,0,0,2
"240090 Antônio Martins",0,0,0,0,0,0,0,0,3,3
"240100 Apodi",0,0,2,0,1,0,0,0,0,3
"240110 Areia Branca",0,0,1,0,1,0,0,0,0,2
"240130 Augusto Severo",0,0,0,0,0,0,0,0,1,1
"240145 Baraúna",0,0,0,0,0,0,0,0,2,2
"240150 Barcelona",0,0,1,0,0,0,0,0,0,1
"240160 Bento Fernandes",0,0,2,0,1,0,0,0,0,3
"240170 Bom Jesus",0,0,1,0,0,0,0,0,0,1
"240180 Brejinho",0,0,0,0,2,0,0,0,0,2
"240190 Caiçara do Rio do Vento",0,0,0,0,3,0,0,0,0,3
"240200 Caicó",0,0,5,0,1,0,1,0,0,7
"240220 Canguaretama",1,0,3,0,1,0,0,0,0,5
"240230 Caraúbas",0,0,3,0,0,0,0,0,0,3
"240260 Ceará0Mirim",2,1,2,0,2,0,0,0,4,11
"240290 Coronel João Pessoa",0,0,2,0,0,0,0,0,0,2
"240300 Cruzeta",0,0,0,0,1,0,0,0,0,1
"240310 Currais Novos",0,0,2,0,1,0,0,0,0,3
"240340 Equador",1,0,0,0,0,0,0,0,0,1
"240350 Espírito Santo",0,0,2,0,0,0,0,0,0,2
"240360 Extremoz",1,0,0,0,0,0,0,0,0,1
"240370 Felipe Guerra",0,0,0,0,2,0,0,0,0,2
"240375 Fernando Pedroza",0,0,0,0,2,0,0,0,0,2
"240380 Florânia",0,0,2,0,0,0,0,0,0,2
"240390 Francisco Dantas",0,0,0,0,0,0,0,0,1,1
"240400 Frutuoso Gomes",1,0,0,0,0,0,0,0,1,2
"240420 Goianinha",1,0,4,0,3,0,0,0,1,9
"240430 Governador Dix0Sept Rosado",0,0,1,0,1,0,0,0,0,2
"240440 Grossos",0,0,0,0,0,0,0,0,1,1
"240450 Guamaré",0,0,1,0,1,0,0,0,2,4
